,champion_f_score,config_id,crossover_method,log_file,mutation_method,mutation_probability,num_protected_elite_models,number_generations,number_possible_models,number_sites,number_terms,resources,selection_method,starting_population_size,relative_resources,ResourceRequirement,true_found
15,0.9090909090909091,17.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,0.0,4.0,1024.0,5.0,10.0,144.0,roulette,8.0,0.008522727272727272,low,False
16,0.9090909090909091,19.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,2.0,4.0,1024.0,5.0,10.0,144.0,roulette,8.0,0.008522727272727272,low,False
17,0.888888888888889,18.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,1.0,4.0,1024.0,5.0,10.0,144.0,roulette,8.0,0.008522727272727272,low,False
18,0.888888888888889,21.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,0.0,4.0,1024.0,5.0,10.0,144.0,roulette,8.0,0.008522727272727272,low,False
19,0.8571428571428571,20.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,3.0,4.0,1024.0,5.0,10.0,144.0,roulette,8.0,0.008522727272727272,low,False
20,0.9333333333333333,22.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,1.0,4.0,1024.0,5.0,10.0,144.0,roulette,8.0,0.008522727272727272,low,False
21,1.0,23.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,2.0,4.0,1024.0,5.0,10.0,144.0,roulette,8.0,0.008522727272727272,low,True
22,0.888888888888889,27.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,2.0,4.0,1024.0,5.0,10.0,144.0,roulette,8.0,0.008522727272727272,low,False
23,0.9090909090909091,24.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,3.0,4.0,1024.0,5.0,10.0,144.0,roulette,8.0,0.008522727272727272,low,False
24,0.8,25.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,0.0,4.0,1024.0,5.0,10.0,144.0,roulette,8.0,0.008522727272727272,low,False
25,0.9411764705882353,26.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,1.0,4.0,1024.0,5.0,10.0,144.0,roulette,8.0,0.008522727272727272,low,False
26,0.7272727272727273,29.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,0.0,4.0,1024.0,5.0,10.0,144.0,roulette,8.0,0.008522727272727272,low,False
27,0.6666666666666666,28.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,3.0,4.0,1024.0,5.0,10.0,144.0,roulette,8.0,0.008522727272727272,low,False
28,0.8,30.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,1.0,4.0,1024.0,5.0,10.0,144.0,roulette,8.0,0.008522727272727272,low,False
29,0.7999999999999999,31.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,2.0,4.0,1024.0,5.0,10.0,144.0,roulette,8.0,0.008522727272727272,low,False
30,0.8333333333333333,32.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,3.0,4.0,1024.0,5.0,10.0,144.0,roulette,8.0,0.008522727272727272,low,False
31,1.0,33.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,0.0,4.0,1024.0,5.0,10.0,544.0,roulette,16.0,0.032196969696969696,low,True
32,0.888888888888889,38.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,1.0,4.0,1024.0,5.0,10.0,544.0,roulette,16.0,0.032196969696969696,low,False
33,0.8,34.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,1.0,4.0,1024.0,5.0,10.0,544.0,roulette,16.0,0.032196969696969696,low,False
34,0.888888888888889,37.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,0.0,4.0,1024.0,5.0,10.0,544.0,roulette,16.0,0.032196969696969696,low,False
35,1.0,35.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,2.0,4.0,1024.0,5.0,10.0,544.0,roulette,16.0,0.032196969696969696,low,True
36,0.9090909090909091,36.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,3.0,4.0,1024.0,5.0,10.0,544.0,roulette,16.0,0.032196969696969696,low,False
37,1.0,39.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,2.0,4.0,1024.0,5.0,10.0,544.0,roulette,16.0,0.032196969696969696,low,True
38,0.923076923076923,40.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,3.0,4.0,1024.0,5.0,10.0,544.0,roulette,16.0,0.032196969696969696,low,False
39,0.888888888888889,41.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,0.0,4.0,1024.0,5.0,10.0,544.0,roulette,16.0,0.032196969696969696,low,False
40,1.0,42.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,1.0,4.0,1024.0,5.0,10.0,544.0,roulette,16.0,0.032196969696969696,low,True
41,0.923076923076923,43.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,2.0,4.0,1024.0,5.0,10.0,544.0,roulette,16.0,0.032196969696969696,low,False
42,0.888888888888889,44.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,3.0,4.0,1024.0,5.0,10.0,544.0,roulette,16.0,0.032196969696969696,low,False
43,1.0,45.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,0.0,4.0,1024.0,5.0,10.0,544.0,roulette,16.0,0.032196969696969696,low,True
44,1.0,46.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,1.0,4.0,1024.0,5.0,10.0,544.0,roulette,16.0,0.032196969696969696,low,True
45,1.0,48.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,3.0,4.0,1024.0,5.0,10.0,544.0,roulette,16.0,0.032196969696969696,low,True
46,1.0,47.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,2.0,4.0,1024.0,5.0,10.0,544.0,roulette,16.0,0.032196969696969696,low,True
47,0.8333333333333334,65.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,0.0,8.0,1024.0,5.0,10.0,80.0,roulette,4.0,0.004734848484848485,low,False
48,0.8333333333333334,66.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,1.0,8.0,1024.0,5.0,10.0,80.0,roulette,4.0,0.004734848484848485,low,False
49,0.9090909090909091,67.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,2.0,8.0,1024.0,5.0,10.0,80.0,roulette,4.0,0.004734848484848485,low,False
50,0.7272727272727272,68.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,3.0,8.0,1024.0,5.0,10.0,80.0,roulette,4.0,0.004734848484848485,low,False
51,0.8000000000000002,69.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,0.0,8.0,1024.0,5.0,10.0,80.0,roulette,4.0,0.004734848484848485,low,False
52,0.6666666666666666,70.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,1.0,8.0,1024.0,5.0,10.0,80.0,roulette,4.0,0.004734848484848485,low,False
53,0.7692307692307692,71.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,2.0,8.0,1024.0,5.0,10.0,80.0,roulette,4.0,0.004734848484848485,low,False
54,0.888888888888889,72.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,3.0,8.0,1024.0,5.0,10.0,80.0,roulette,4.0,0.004734848484848485,low,False
55,0.6666666666666666,74.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,1.0,8.0,1024.0,5.0,10.0,80.0,roulette,4.0,0.004734848484848485,low,False
56,0.8000000000000002,73.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,0.0,8.0,1024.0,5.0,10.0,80.0,roulette,4.0,0.004734848484848485,low,False
57,0.6,76.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,3.0,8.0,1024.0,5.0,10.0,80.0,roulette,4.0,0.004734848484848485,low,False
58,0.6,75.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,2.0,8.0,1024.0,5.0,10.0,80.0,roulette,4.0,0.004734848484848485,low,False
59,0.8,77.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,0.0,8.0,1024.0,5.0,10.0,80.0,roulette,4.0,0.004734848484848485,low,False
60,0.8,79.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,2.0,8.0,1024.0,5.0,10.0,80.0,roulette,4.0,0.004734848484848485,low,False
61,0.8,78.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,1.0,8.0,1024.0,5.0,10.0,80.0,roulette,4.0,0.004734848484848485,low,False
62,0.7692307692307692,80.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,3.0,8.0,1024.0,5.0,10.0,80.0,roulette,4.0,0.004734848484848485,low,False
63,0.8571428571428571,82.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,1.0,8.0,1024.0,5.0,10.0,288.0,roulette,8.0,0.017045454545454544,low,False
64,1.0,81.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,0.0,8.0,1024.0,5.0,10.0,288.0,roulette,8.0,0.017045454545454544,low,True
65,1.0,83.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,2.0,8.0,1024.0,5.0,10.0,288.0,roulette,8.0,0.017045454545454544,low,True
66,0.9090909090909091,84.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,3.0,8.0,1024.0,5.0,10.0,288.0,roulette,8.0,0.017045454545454544,low,False
67,1.0,86.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,1.0,8.0,1024.0,5.0,10.0,288.0,roulette,8.0,0.017045454545454544,low,True
68,1.0,85.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,0.0,8.0,1024.0,5.0,10.0,288.0,roulette,8.0,0.017045454545454544,low,True
69,0.8571428571428571,87.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,2.0,8.0,1024.0,5.0,10.0,288.0,roulette,8.0,0.017045454545454544,low,False
70,1.0,88.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,3.0,8.0,1024.0,5.0,10.0,288.0,roulette,8.0,0.017045454545454544,low,True
71,1.0,90.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,1.0,8.0,1024.0,5.0,10.0,288.0,roulette,8.0,0.017045454545454544,low,True
72,1.0,89.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,0.0,8.0,1024.0,5.0,10.0,288.0,roulette,8.0,0.017045454545454544,low,True
73,0.8571428571428571,91.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,2.0,8.0,1024.0,5.0,10.0,288.0,roulette,8.0,0.017045454545454544,low,False
74,0.8571428571428571,92.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,3.0,8.0,1024.0,5.0,10.0,288.0,roulette,8.0,0.017045454545454544,low,False
75,1.0,93.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,0.0,8.0,1024.0,5.0,10.0,288.0,roulette,8.0,0.017045454545454544,low,True
76,1.0,94.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,1.0,8.0,1024.0,5.0,10.0,288.0,roulette,8.0,0.017045454545454544,low,True
77,1.0,95.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,2.0,8.0,1024.0,5.0,10.0,288.0,roulette,8.0,0.017045454545454544,low,True
78,1.0,96.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,3.0,8.0,1024.0,5.0,10.0,288.0,roulette,8.0,0.017045454545454544,low,True
79,1.0,53.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,0.0,4.0,1024.0,5.0,10.0,2112.0,roulette,32.0,0.125,low,True
80,1.0,99.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,2.0,8.0,1024.0,5.0,10.0,1088.0,roulette,16.0,0.06439393939393939,low,True
81,1.0,97.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,0.0,8.0,1024.0,5.0,10.0,1088.0,roulette,16.0,0.06439393939393939,low,True
82,1.0,98.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,1.0,8.0,1024.0,5.0,10.0,1088.0,roulette,16.0,0.06439393939393939,low,True
83,1.0,101.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,0.0,8.0,1024.0,5.0,10.0,1088.0,roulette,16.0,0.06439393939393939,low,True
84,1.0,100.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,3.0,8.0,1024.0,5.0,10.0,1088.0,roulette,16.0,0.06439393939393939,low,True
85,1.0,102.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,1.0,8.0,1024.0,5.0,10.0,1088.0,roulette,16.0,0.06439393939393939,low,True
86,1.0,103.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,2.0,8.0,1024.0,5.0,10.0,1088.0,roulette,16.0,0.06439393939393939,low,True
87,1.0,104.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,3.0,8.0,1024.0,5.0,10.0,1088.0,roulette,16.0,0.06439393939393939,low,True
88,1.0,105.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,0.0,8.0,1024.0,5.0,10.0,1088.0,roulette,16.0,0.06439393939393939,low,True
89,1.0,106.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,1.0,8.0,1024.0,5.0,10.0,1088.0,roulette,16.0,0.06439393939393939,low,True
90,1.0,107.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,2.0,8.0,1024.0,5.0,10.0,1088.0,roulette,16.0,0.06439393939393939,low,True
91,1.0,108.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,3.0,8.0,1024.0,5.0,10.0,1088.0,roulette,16.0,0.06439393939393939,low,True
92,1.0,109.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,0.0,8.0,1024.0,5.0,10.0,1088.0,roulette,16.0,0.06439393939393939,low,True
93,1.0,111.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,2.0,8.0,1024.0,5.0,10.0,1088.0,roulette,16.0,0.06439393939393939,low,True
94,1.0,110.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,1.0,8.0,1024.0,5.0,10.0,1088.0,roulette,16.0,0.06439393939393939,low,True
95,1.0,112.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,3.0,8.0,1024.0,5.0,10.0,1088.0,roulette,16.0,0.06439393939393939,low,True
96,0.9090909090909091,129.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,0.0,16.0,1024.0,5.0,10.0,160.0,roulette,4.0,0.00946969696969697,low,False
97,0.888888888888889,130.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,1.0,16.0,1024.0,5.0,10.0,160.0,roulette,4.0,0.00946969696969697,low,False
98,0.8000000000000002,131.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,2.0,16.0,1024.0,5.0,10.0,160.0,roulette,4.0,0.00946969696969697,low,False
99,1.0,132.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,3.0,16.0,1024.0,5.0,10.0,160.0,roulette,4.0,0.00946969696969697,low,True
100,1.0,133.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,0.0,16.0,1024.0,5.0,10.0,160.0,roulette,4.0,0.00946969696969697,low,True
101,0.875,134.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,1.0,16.0,1024.0,5.0,10.0,160.0,roulette,4.0,0.00946969696969697,low,False
102,0.75,135.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,2.0,16.0,1024.0,5.0,10.0,160.0,roulette,4.0,0.00946969696969697,low,False
103,0.8571428571428571,136.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,3.0,16.0,1024.0,5.0,10.0,160.0,roulette,4.0,0.00946969696969697,low,False
104,0.8571428571428571,137.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,0.0,16.0,1024.0,5.0,10.0,160.0,roulette,4.0,0.00946969696969697,low,False
105,0.8571428571428571,138.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,1.0,16.0,1024.0,5.0,10.0,160.0,roulette,4.0,0.00946969696969697,low,False
106,0.8333333333333333,139.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,2.0,16.0,1024.0,5.0,10.0,160.0,roulette,4.0,0.00946969696969697,low,False
107,0.7272727272727273,140.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,3.0,16.0,1024.0,5.0,10.0,160.0,roulette,4.0,0.00946969696969697,low,False
108,1.0,142.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,1.0,16.0,1024.0,5.0,10.0,160.0,roulette,4.0,0.00946969696969697,low,True
109,0.888888888888889,141.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,0.0,16.0,1024.0,5.0,10.0,160.0,roulette,4.0,0.00946969696969697,low,False
110,0.8571428571428571,143.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,2.0,16.0,1024.0,5.0,10.0,160.0,roulette,4.0,0.00946969696969697,low,False
111,1.0,144.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,3.0,16.0,1024.0,5.0,10.0,160.0,roulette,4.0,0.00946969696969697,low,True
112,1.0,145.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,0.0,16.0,1024.0,5.0,10.0,576.0,roulette,8.0,0.03409090909090909,low,True
113,1.0,146.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,1.0,16.0,1024.0,5.0,10.0,576.0,roulette,8.0,0.03409090909090909,low,True
114,1.0,147.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,2.0,16.0,1024.0,5.0,10.0,576.0,roulette,8.0,0.03409090909090909,low,True
115,1.0,149.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,0.0,16.0,1024.0,5.0,10.0,576.0,roulette,8.0,0.03409090909090909,low,True
116,1.0,148.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,3.0,16.0,1024.0,5.0,10.0,576.0,roulette,8.0,0.03409090909090909,low,True
117,1.0,150.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,1.0,16.0,1024.0,5.0,10.0,576.0,roulette,8.0,0.03409090909090909,low,True
118,1.0,151.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,2.0,16.0,1024.0,5.0,10.0,576.0,roulette,8.0,0.03409090909090909,low,True
119,1.0,152.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.1,3.0,16.0,1024.0,5.0,10.0,576.0,roulette,8.0,0.03409090909090909,low,True
120,1.0,155.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,2.0,16.0,1024.0,5.0,10.0,576.0,roulette,8.0,0.03409090909090909,low,True
121,1.0,153.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,0.0,16.0,1024.0,5.0,10.0,576.0,roulette,8.0,0.03409090909090909,low,True
122,1.0,154.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,1.0,16.0,1024.0,5.0,10.0,576.0,roulette,8.0,0.03409090909090909,low,True
123,1.0,156.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.25,3.0,16.0,1024.0,5.0,10.0,576.0,roulette,8.0,0.03409090909090909,low,True
124,1.0,157.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,0.0,16.0,1024.0,5.0,10.0,576.0,roulette,8.0,0.03409090909090909,low,True
125,1.0,159.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,2.0,16.0,1024.0,5.0,10.0,576.0,roulette,8.0,0.03409090909090909,low,True
126,1.0,158.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,1.0,16.0,1024.0,5.0,10.0,576.0,roulette,8.0,0.03409090909090909,low,True
127,1.0,160.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.33,3.0,16.0,1024.0,5.0,10.0,576.0,roulette,8.0,0.03409090909090909,low,True
128,1.0,162.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,1.0,16.0,1024.0,5.0,10.0,2176.0,roulette,16.0,0.12878787878787878,low,True
129,1.0,164.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,3.0,16.0,1024.0,5.0,10.0,2176.0,roulette,16.0,0.12878787878787878,low,True
130,1.0,161.0,one_point,/home/bf16951/QMD/Scripts/genetic_alg_param_sweep/output.log,element_wise,0.0,0.0,16.0,1024.0,5.0,10.0,2176.0,roulette,16.0,0.12878787878787878,low,True
